leader,client,version,name,www_url,details,avatar_url,active_stake,active_stake_pct,commission,data_center_key,blocks,skipped,skip_rate,avg_compute_units,compute_units_p10,compute_units_p50,compute_units_p90,avg_txn,avg_vote,p50_included_votes,p90_included_votes,p99_included_votes,p999_included_votes,avg_user,avg_fee,fee_p10,fee_p50,fee_p90,avg_tips,tips_p10,tips_p50,tips_p90,rewards_p10,rewards_p50,rewards_p90,avg_reward,votes,missed_votes,avg_vote_latency,vote_latency_p90,vote_latency_p95,vote_latency_p99,lat1_vote_rate,low_latency_votes,lat2_vote_rate
DDnAqxJVFo2GVTujibHt5cjevHMSE9bo8HJaydHoshdp,Agave JitoBAM,4.1.0,Block Logic +MEV +Triton,https://www.blocklogic.net,"Get more SOL with 3 revenue streams! Solana staking + Jito MEV + Triton One PTC rev share (after KYC). Creator of https://www.validators.app. Experienced validator located in Boulder, CO.",https://s3.amazonaws.com/keybase_processed_uploads/3af995d21a8fe4cec4d6e83104f87205_360_360.jpg,273554753061000,0.0006407880296374466,2,20326-NL-Amsterdam,3820,1,0.0002617801047120419,30844159.0285415,19599313,28261336,46688357,1222.4223618748365,711.2649908352972,709,719,766,889,511.1573710395392,20555431.905996338,5879632,11490198,28374608,7635372.666928516,319657,1644594,9165939,6844834,14062257,36143414,28190804.57292485,6065107,391,1.005848206799979,1,1,1,0.9971410426645924,6057519,0.9986845268104944
2dfgsiSaZ51QYPsECMYMG247PXxyKdwkV9wTHoQb8YEC,Agave Rakurai,4.0.2,Astraeus,https://example.com,,,273234532155485,0.0006400379285304556,5,20326-NL-Amsterdam,3852,4,0.001038421599169263,38296600.294698544,24276155,35286298,59949043,1343.7279106029107,712.3043139293139,710,719,756,885,631.4235966735966,18444371.141632017,6790294,13296414,29889124,10426515.50987526,700118,3623694,15112080,8563374,18128667,44857680,28870886.651507277,6061978,3520,1.0115114241589132,1,1,1,0.9973341018330234,6060293,0.999141867658682
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,Agave JitoBAM,4.0.3,Pigs in Blankets,https://pigsinblankets.vercel.app,This pig doesn't squeal 🐷🔥 Too cozy to trim since 2021,https://pigsinblankets.vercel.app/logo.png,273114916556809,0.0006397577351032466,5,25160-GB-Lambeth,3852,0,0.0,38636844.426272064,24717083,35927203,59829264,1348.261682242991,712.8504672897196,711,719,755,971,635.411214953271,21835331.586708203,6969156,13646655,33498301,7195297.211838006,475919,2219970,10211294,8194754,16835580,43358155,29030628.79854621,6065488,10,1.0018491504723115,1,1,1,0.998322643911514,6064766,0.999879317411365
8cqck84coxk8TGXYBD95QosKCEA6fKwXLevcEv3oGmu8,Agave Jito,4.0.3,Orbyval,https://keybase.io/orbyval,Orbital Solana validator,https://s3.amazonaws.com/keybase_processed_uploads/cd92fe789104fe9bab79e8733a792b05_360_360.jpg,272919583014733,0.0006393001762630203,0,395201-DE-Fechenheim,3932,4,0.001017293997965412,27817067.43431772,15541198,23653110,52430835,1187.6558044806518,713.2624745417515,711,726,781,1059,474.3933299389002,16577745.214358453,4930765,10109689,24717083,6094678.357433809,293903,1708291,8684104,5950612,12826257,32443325,22672423.57179226,6065455,43,1.0019955633996132,1,1,1,0.9982008072544084,6064691,0.9998669523920376
AurseT3W3tk1dATBWAXtWR6oubBgECqintfcvP74teU3,Agave Harmonic,4.0.3,Aursen,https://github.com/Aursen,,https://raw.githubusercontent.com/Aursen/Aursen/refs/heads/main/profile.png,272686366671716,0.000638753878897506,0,210162-JP-Tokyo,4124,0,0.0,36041586.36251213,22680252,33364575,56457881,1375.4008244422891,721.9388942774005,715,739,879,1518,653.4619301648885,23643145.31886518,7385320,15142335,35783781,3568046.1978661492,360412,1467402,7732979,8427450,17557733,42584690,27211191.51673133,6064568,930,1.036952013729585,1,1,2,0.9732153897338686,6060310,0.999144670396396
EdGevanA2MZsDpxDXK6b36FH7RCcTuDZZRcc6MEyE9hy,Agave JitoBAM,4.0.3,Edgevana,https://www.edgevana.com,Unleash the full potential of Solana with Edgevana. The most decentralized self-custody options for globally distributed highly performant nodes for Validators and RPC providers. Join Edgevana today!,https://srv.edgevana.com/img/edgevana_logo.png,270191385456704,0.0006329095129018128,0,29802-NL-Amsterdam,3888,6,0.0015432098765432098,31273025.50360639,19717263,28374608,48593746,1227.5077279752704,712.7047913446677,710,720,769,936,514.8029366306027,18145273.94358578,5809498,11467241,29238744,4892965.2215352915,338068,1694680,8771381,6817509,13894519,36873560,23038239.16512107,6060352,5146,1.0275096232034049,1,1,1,0.995043111052052,6054202,0.9981376632223768
SSmBEooM7RkmyuXxuKgAhTvhQZ36Z3G2WsmLGJKoQLY,Frankendancer Jito,0.913.40003,SOL Strategies,https://solstrategies.io/,SOL Strategies (HODL) bridges traditional finance with the Solana ecosystem as the only publicly traded company dedicated to SOL staking! Take a stake into the future of Solana's potential with HODL!,https://img.solstrategies.io/ss_icon.png,269416022450256,0.0006310932646824123,5,60068-NL-Amsterdam,3812,0,0.0,34677304.650839455,20604192,30310515,59829264,1283.4866211962224,716.4307450157397,715,726,764,932,567.0558761804826,20095147.62224554,5832782,11262677,28204870,2115329.7738719834,198989,687628,4390724,6407660,12775054,32508276,22210477.396117523,6065228,270,1.005087854900096,1,1,1,0.9977653937071614,6062626,0.9995265021932248
EQhTjikb1L2jvxsCaSW2o2TuRXh4Do6HzBEWCxpeM44W,Agave Jito,4.0.3,JM,https://www.google.com/,JM,https://rooware.io/logo.html,269168827721422,0.0006305142236624562,0,20473-PL-Warsaw,3800,1,0.0002631578947368421,34813929.848907605,20852932,30492925,58644565,1279.6288496972888,709.7896814951303,709,730,782,859,569.8391682021585,19346558.462753356,5705862,11262677,27868434,1783919.0284285338,205459,624686,3481607,6318578,12522091,31358793,21130477.49118189,6062382,3116,1.0147780195969176,1,1,1,0.994306980234764,6059990,0.9990919129805994
8vk6QpG93JSaQCSgnycBsv5qmfQBk4qC9FjNA35E5JhU,Frankendancer Harmonic,0.912.40003,Tinydancer,https://tinydancer.io,"Tinydancer is a team of two Solana core engineers, contributing to open source to improve the network. Proceeds fund research and open source contributions. DM @anoushk77 or @harsh4786 to learn more.",https://cdn.tinydancer.io/assets/tinydancer-fav_300x300.png,268380510271736,0.0006286676303217787,5,59642-NL-Amsterdam,3960,2,0.000505050505050505,36503220.90955028,21878285,33164987,58293751,1376.7278928751896,722.5798383021728,715,731,880,1426,654.1480545730167,25654977.730419405,6913626,14548595,39389322,2593762.910055584,29115,819954,5548314,7519459,16175447,43881587,28248740.640474983,6065164,334,1.0025600297040609,1,1,1,0.9979910965266168,6063243,0.9996282250855576
5ikB9XZNVsjwKb6hHT3FS3So1Z1SrDvU5yaniWEQyDEG,Agave Jito,4.0.3,,,,,267909164915788,0.0006275635279125277,8,7979-NL-Europe/Amsterdam,4016,1,0.000249003984063745,28129808.40572852,15572312,23938657,54352732,1230.499875466999,712.4836861768368,710,721,749,1157,518.016189290162,15275299.096388545,5091101,10417575,24816149,13915124.154420922,1304075,4990290,17313638,7239081,16436336,43619086,29190423.250809465,6064905,593,1.0022227883206745,1,1,1,0.9978995953835942,6063923,0.9997403345941256
AoUwfPuiEek2thVRDhMP7HbQb9rguyab4rDiz2NAfwwA,Agave Vanilla,4.0.3,,,,,267326088506462,0.0006261977012205062,6,16276-CA-Beauharnois,3880,147,0.03788659793814433,32342722.536833648,18718167,27812753,57945036,1234.5641575140637,707.6774712027859,707,736,825,1193,526.8866863112778,16113234.255826414,5341434,10842725,26775697,163140.10072327885,0,18789,375872,5427584,10995591,27044797,16276374.356549691,5813049,252449,1.04645290277099,1,1,2,0.940369776727319,5795358,0.9554628490521306
ETuPS3kRfLufz5VSYN2ZrePoEVSZSpgVPKz3MUZpYe3x,Agave Jito,4.0.3,,,,,263069587411728,0.0006162270649251243,3,44051-DE-Frankfurt am Main,4040,0,0.0,32472143.095792077,19096299,28774646,59233953,1319.7507425742574,712.765099009901,710,720,748,943,606.9856435643565,19594378.120049503,6305953,12079314,29889124,13155467.6740099,1120185,4652916,17840917,8512148,18092446,46781828,32749845.794059407,6064883,615,1.0022514861374905,1,1,1,0.9978775032157292,6063843,0.9997271452401764
3KiDz3wuZrJfsgKt5KEvRb1WPpbci1PWj78aPVF5ei3F,Agave JitoBAM,4.0.3,Nemertes,,Nemertes,,262472914207588,0.000614829388436085,5,16276-FR-Europe/Paris,3792,0,0.0,32142009.57014768,20440016,29414704,49377500,1244.446993670886,711.3014240506329,710,723,770,956,533.1455696202531,18481284.804324895,6022450,11628911,27812753,5278961.357594937,349760,1654492,8806537,7039198,14034161,37021349,23760246.161919832,6065229,269,1.0059008489209558,1,1,1,0.9950424515843548,6061546,0.9993484459149108
CPcDFHCAKkr5Kp9T5aQWJhXV5J6iFj141NMQ87L6poPL,Agave Jito,4.0.3,,,,,261289568022426,0.0006120574604696209,5,7979-NL-Europe/Amsterdam,3680,2,0.0005434782608695652,27736622.128330614,15294518,23417757,53919645,1213.1264274061991,712.6234366503535,710,721,766,970,500.5029907558456,15421306.448613375,5142267,10396761,25065556,11723518.847743338,917130,4243948,17522653,7067411,15541198,42755370,27144825.296356715,6064908,590,1.002190305277508,1,1,1,0.9979312498330722,6063922,0.9997401697272011
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,Agave Jito,4.1.0,KAST,https://kast.finance/solana,,https://raw.githubusercontent.com/kilnfi/public/main/solana/kast/logo.png,260260645841359,0.0006096472628412538,0,7979-NL-Europe/Amsterdam,4692,0,0.0,28178355.73742541,16370722,24227652,50678150,1204.789641943734,711.729326513214,710,720,751,842,493.06031543052,19900687.98976982,5320111,10480269,25932438,3947542.007033248,385002,1906928,7936674,6394858,13376433,33364575,23848229.996803068,6065060,438,1.002913738693434,1,1,1,0.9979662016210376,6063718,0.999706536874631
2gDeeRa3mwPPtw1CMWPkEhRWo9v5izNBBfEXanr8uibX,Agave JitoBAM,4.0.3,NuFi,https://nu.fi,Try NuFi wallet!,https://pools-meta.nu.fi/solana/nufi_icon_64x64.png,260207324550748,0.0006095223604428636,0,29405-SK-Bratislava,3668,6,0.0016357688113413304,31070772.654833425,19638551,28431414,48593746,1228.205898416166,711.7498634625888,710,723,772,1006,516.4560349535773,18307764.116329875,5867884,11375869,27591139,4981218.131895139,311453,1482150,8064682,6763187,13701351,34935194,23288982.248225015,6063591,1907,1.0106013086964474,1,1,2,0.9894836334955514,6061764,0.9993843869044224
8ZQg3K1V1Z2BVJkjmnxpi43WKhjPGXphzu5QmBkJibSP,Agave Jito,4.0.3,P2P.org Labs,https://p2p.org,"Operated by the P2P Solana Labs team, this experimental validator explores aggressive tuning, infrastructure enhancements, and new strategies for maximizing rewards.",https://cdn.p2p.org/p2p360_logo.png,260070064145414,0.0006092008349577568,10,396356-BR-São Paulo,3932,4,0.001017293997965412,30878271.355651733,18274278,27316602,53276475,1295.6079429735234,709.6614052953157,709,729,833,1141,585.9465376782077,18723375.616344195,6144112,12152007,28261336,13806070.441700611,1555028,5581704,19560154,8632156,18606194,47346592,32529446.05804481,6064902,596,1.059246299445564,1,2,2,0.9414862555391164,6060781,0.999222322717772
rsbp8zMHbGCpLoRktmsjspYv77VcjxAzH1KxPCD9BiU,Agave Jito,4.1.0,Albert is Great,,,,260012176975829,0.0006090652372211992,5,20473-NL-Amsterdam,3692,3,0.0008125677139761647,33371802.612903222,19915425,28832253,58644565,1261.4930875576038,711.5635673624289,710,720,752,836,549.9295201951749,19648775.166711845,5405917,10951696,26936834,1434730.532393603,0,415403,2844803,5821128,11911382,29473592,21083505.69910545,6065366,132,1.002546095322195,1,1,1,0.9977090092190288,6064186,0.9997836945952336
5marvipGzf98hxnoJFXsZbGHSXcEQ3yRGJ4ps7D3V4ou,Agave Jito,4.0.3,MARVEL+MEV!,https://marvel-validator.online,24/7 monitoring and high uptime! t.me/Marvel_Validator,https://i.postimg.cc/hPkqkLbL/icon.jpg,259496787441793,0.000607857963575557,5,20473-BR-Osasco,3772,0,0.0,33700761.11532344,20604192,29829406,58527393,1222.003181336161,668.3724814422058,704,788,839,982,553.6306998939555,18974554.104718983,5460247,11017604,27591139,2132104.217126193,173686,700118,4321031,6181087,12397494,31610669,21106658.321845178,6065107,391,1.1382638426659248,2,2,2,0.8626665114719352,6059961,0.9990871318397928
icex1C6pnZxznQWiHZZANjGU8nZ8kNquFnjyY7XXrXE,Agave Rakurai,4.0.3,BrewlabsHQ,https://www.brewlabs.so/,Espresso for infra,https://www.brewlabs.so/logo.png,259454677378348,0.0006077593229038784,5,395201-DE-Fechenheim,4112,6,0.0014591439688715954,36897359.0703848,23138424,33767362,59949043,1318.7588894301025,709.309790550414,709,723,756,1062,609.4490988796882,24118105.73867511,6369329,12323332,29238744,7597908.401120312,523873,2579238,11863831,7795091,15918699,39944651,31716014.139795423,6062550,2948,1.0216443575723086,1,1,2,0.9820234051680504,6058219,0.9987999336575496
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,Agave Rakurai,4.0.3,GlobalStake [Bare Metal],https://globalstake.io,"GlobalStake’s next-generation institutional staking offers SOC-2 security, bare-metal infrastructure, and carbon-negative performance. Our independent data centers boost risk management and optimize service delivery to drive results for clients worldwide.",https://globalstake.io/wp-content/uploads/2023/12/GlobalStake_360x360.png,259141700754679,0.0006070261911569088,5,27424-US-America/Chicago,3448,0,0.0,37958949.47592808,23092193,34243430,59949043,1344.032192575406,712.1917053364269,710,720,775,1000,631.8404872389791,20079894.84889791,6602802,13269848,30615141,12733164.93387471,727234,3537761,15355819,8410612,17805270,46223800,32813059.782772623,6065229,269,1.0042621638853206,1,1,1,0.9960570426368948,6063474,0.999666309345086
BULKzVM41WAyQZfL34vxqdsYwEYH9mJAJyzRS4xraf8b,Agave Jito,4.0.3,BULK,https://www.bulk.trade,One Exchange. Infinite Markets.,https://github.com/Bulk-trade/brand/blob/main/bulkvalidatorlogo.png?raw=true,257961701129156,0.0006042621023353806,0,20326-DE-Frankfurt am Main,3752,240,0.06396588486140725,34911378.05353075,21104675,30615141,58410455,1288.4501708428245,711.0748861047836,709,717,758,1001,577.375284738041,18804591.672551252,5637801,11490198,30129196,2523689.2275056946,209610,704331,4443730,6268231,12903446,33098723,21328280.900056947,5631974,433524,1.0242019938302271,1,1,2,0.9155155932785732,5622862,0.927023964066924
HcZvwZ83PfjrQDiq3GLHxisTs17aGURs6bJ2LwtmL4qv,Agave Jito,4.0.3,SolGuardian,http://www.retsinasoftware.com,Continuous 24/7 monitoring. Custom-optimized Linux kernel tuned for low latency and high throughput. HA deployment across geographically diverse data centers. Tech support and community channel: https://discord.gg/AXmA2fa2GS,http://rz2.com/solguardian.jpeg,256816879009706,0.0006015804150241601,5,33487-CA-America/Toronto,4528,19,0.004196113074204947,37103732.404080726,22454580,33164987,59949043,1332.5653138168109,712.7711244178311,711,718,753,1107,619.7941893989798,23331302.668662675,6268231,12826257,31610669,2621733.347970725,260147,968016,6369329,7095737,14783245,37393420,25953036.0166334,6060939,4559,1.020481809831777,1,1,2,0.986193878886779,6028696,0.9939325674495316
3WDh9HgusCujDmXCVhophLrHvoKHQd1Sd4uFHz1Awo35,Agave JitoBAM,4.1.0,Absolute Guard,https://github.com/a-guard,"Absolute Guard is a dedicated Solana validator providing robust network security and high performance, ensuring reliable and efficient transaction validation.",https://raw.githubusercontent.com/a-guard/media-assets/master/logo.png,254981327587025,0.0005972807296183077,0,395201-DE-Fechenheim,3452,1,0.00028968713789107763,31244307.08809041,19796290,28431414,48110230,1228.800057954216,710.7907852796291,710,726,764,924,518.0092726745871,20170902.537525356,5926858,11353140,28545368,6460652.877716604,349062,1599184,8597696,6969156,13866757,36799886,26631555.41524196,6065493,5,1.0024888331418402,1,1,1,0.997791937281984,6064312,0.9998044678277036
FugJZepeGfh1Ruunhep19JC4F3Hr2FL3oKUMezoK8ajp,Frankendancer Harmonic,0.911.40002,Temporal Topaz,https://temporal.xyz,Temporal is a crypto-native research & development firm.,https://i.ibb.co/pXr0N5y/Temporal-Logo-Negative-turquoise.png,253737012389781,0.0005943659848567274,0,20326-US-Newark,3544,0,0.0,34978736.24492099,14175207,32056331,58410455,1398.0832392776524,723.7384311512416,715,741,875,1428,674.3448081264108,30460504.84819413,7053290,16143128,47441380,5450922.325056434,671322,2760727,11106098,8753856,20440016,57253850,35911427.17325056,6065210,288,1.004956959445757,1,1,1,0.9957883095501804,6061517,0.9993436647741044
qZMH9GWnnBkx7aM1h98iKSv2Lz5N78nwNSocAxDQrbP,Agave JitoBAM,4.0.3,Spectrum Staking,https://spectrumstaking.net/,Highly reliable and secure validator managed by experienced SRE. Staking Rewards - Verified Staking Provider. Reinforcing Solana decentralization by operating from a very low-concentration datacenter.,https://spectrumstaking.net/images/Spst_white_512x512.png,252312604250069,0.0005910293815806657,0,29405-SK-Bratislava,3560,1,0.0002808988764044944,30591200.38381568,19404297,27868434,46781828,1218.8752458555773,712.0115200899129,710,724,776,987,506.8637257656645,19477524.118572634,5797890,11398644,27591139,5216729.13683619,313955,1564386,8410612,6763187,13673975,36947380,24694253.255408823,6065493,5,1.0030902681777063,1,1,1,0.997233038408388,6064046,0.9997606132258224
FACb6bbTDRBHCK999V8ox8jga5JBnt1r3vvzmAYAMv2o,Agave JitoBAM,4.1.0,Lantern,https://www.lantern.one/,Lantern is an independent Solana validator contributing to securing a decentralised ecosystem,https://arweave.net/pm7V8BwNvQmLvwT1uYC5m-MoWITGF3O5Q24NZm9p284,251389614271005,0.0005888673247220607,4,29802-SG-Singapore,3444,3,0.0008710801393728223,32557654.66870096,20358419,29532598,52117191,1244.0880557977332,705.9970938680616,706,731,773,958,538.0909619296716,19243459.739319965,5998408,11536251,26615524,6546551.787852368,375121,1941564,10089490,7138440,14346334,36288277,25790011.527172334,6064302,1196,1.0121229120845234,1,1,2,0.9883086269256044,6061295,0.9993070643168952
2mDrrmhSzpSyaF12izGk8hnFjtKCGeCFPwQHpRiJDby2,Agave JitoBAM,4.0.3,S4Mar,https://s4mar.xyz,"Long-running Solana validator with 0% commission, inspired by the sea",https://s4mar.xyz/logo.webp,249596815466048,0.0005846677851384491,0,16276-FR-Europe/Paris,3276,0,0.0,31479635.573870573,19717263,28488334,49278843,1229.9630647130648,709.7588522588522,709,724,769,871,520.2042124542124,18482099.96886447,6107357,11745784,29063837,5859465.338522589,312077,1500043,8194754,7138440,14006121,36143414,24341565.307387058,6065204,294,1.0041846902429004,1,1,1,0.9972871147595797,6060152,0.9991186214223464
Tri1F8B6YtjkBztGCwBNSLEZib1EAqMUEUM7dTT7ZG3,Agave JitoBAM,4.1.0,Trillium,https://trillium.so,"Trillium: Stake, Earn, and Fuel Solana!",https://trillium.so/pages/trillium-logo.png,247925303524201,0.0005807523538335769,5,60068-NL-Amsterdam,3200,1,0.0003125,33401379.797749296,20978426,30249955,53383135,1262.8940293841829,712.1850578305721,710,720,763,1185,550.7089715536105,23506403.72022507,6095155,11935228,28659778,6317750.705220382,302853,1618490,8326925,7181399,14289063,36799886,29824154.425445452,6064724,774,1.0019453482137026,1,1,1,0.9983831500727558,6063728,0.9997081855438744
phz1CRbEsCtFCh2Ro5tjyu588VU1WPMwW9BJS9yFNn2,Agave JitoBAM,4.0.3,YIELD,https://jup.ag/tokens/phaseZSfPxTDBpiVb96H4XFSD8xHeHxZre5HerehBJG,"A high-performance Solana validator powering the YIELD ecosystem. Built for sustainable, revenue-enhanced staking returns.",https://gateway.irys.xyz/95w57DCN9ed943ZbAo3GkjPbYL2pa63GqKaBJHdPMnGg,247826155967591,0.0005805201057489336,5,396356-JP-Tokyo,3432,3,0.0008741258741258741,32407397.411781862,20358419,29238744,51909139,1234.8037328667249,702.4718576844562,705,742,823,1284,532.3318751822688,18323353.04549431,5649088,11128333,28036147,5302255.1776028,315844,1602386,8360300,6589610,13619389,35712285,23625608.223097112,6065054,444,1.0261039720338847,1,1,2,0.9745870825445824,6061316,0.999310526522307
Ey3DkEVbfBxfWmkTsG7Hqj7jshYf5Zx9H8462Zjjkykf,Frankendancer Jito,0.912.40003,SolBrothers,https://t.me/solana_brothers,Stake and help to decentralize and secure Solana Network. The validator runs on high-end hardware in a top-tier Data Center. Low skip rate - high APY.,https://brosol.one/brosol.png,247653987110043,0.0005801168089984344,4,20473-US-Los Angeles,3204,4,0.0012484394506866415,33758052.738125,19020066,29889124,59709725,1261.214375,708.265,710,731,777,1029,552.949375,18064907.004375,5277720,11106098,28488334,2949421.244375,188152,913468,6095155,5879632,12826257,33098723,21014328.24875,6064922,576,1.0125653718217646,1,1,1,0.9943176965848476,6060296,0.9991423622594552
gridqZmeBcsUKT2Mv4M9YFHFN3tVLFb2TCtTcLD1cAd,Agave JitoBAM,4.0.2,Grid Systems,http://gridsystems.xyz/,"Tending to the Solana grid, with high performant validator operations and supporting Solana ecosystem growth",https://website-8mx.pages.dev/logo.jpg,243334688349693,0.0005699990723804823,5,20473-SG-Singapore,3468,0,0.0,32644241.862456743,20604192,29650965,51495522,1250.3503460207612,707.6248558246829,706,732,772,961,542.7254901960785,17807819.9538639,5998408,11375869,28659778,5903638.604094579,373623,1941564,9388582,7081560,14260514,36652980,23711458.557958476,6064444,1054,1.025112277399214,1,1,2,0.9846988656166402,6058765,0.9988899509982528
AG1PsJMQcutNUX64RD3bAhW7NpxWeFkqkgGizBznYFKW,Agave Harmonic,4.0.2,,,,,241161235150510,0.0005649078693308935,4,262287-NL-Amsterdam,3560,0,0.0,35910259.89606742,22499534,32573358,57713718,1364.305617977528,723.2587078651685,717,737,879,1401,641.0469101123596,26173933.441292133,7414920,14842496,39705701,3305537.861516854,351865,1432604,7671362,8563374,17072936,46039274,29479471.30280899,6065166,332,1.0096975086914357,1,1,1,0.9974081270820632,6063157,0.9996140465300624
4b1onMDEasBh4BuPekQWijx3BYR64hAE1z2jJyeZUkck,Agave JitoBAM,4.0.3,4BLOCK 0% Fee + Jito All MEV,https://4block.team/,"Now 0% Fees → and it will always be so, until the end of time and the last block of the network! Now we have Inflationary Rewards + Rewards for Jito MEV! Stake your SOL with 4BLOCK.TEAM Solana Validator; one Service Secure and Trusted.",http://4block.team/images/android-chrome-512x512.png,241134895804919,0.0005648461707598603,0,23470-US-Los Angeles,3428,0,0.0,30801181.897607937,18347522,26615524,56911356,1212.149941656943,710.066219369895,708,726,763,872,502.08372228704786,25073570.691365227,5405917,10628025,27153193,180588.22228704783,0,18789,383465,5537229,10821061,27426087,25254158.913652275,6063812,1686,1.0085672181129626,1,1,1,0.9933162948862566,6059712,0.999046079975626
WUNoB9YQXmXXRcJsjY1G8PfVag5aAfnyGmFd6YwJVwp,Agave Rakurai,4.0.3,StakeCraft,https://stakecraft.com,High-Performance Staking | Powering Web3,https://raw.githubusercontent.com/stakecraft/assets/main/stakecraft-logo.png,239747677286412,0.0005615966822709784,0,206264-HK-Hong Kong,3572,0,0.0,37649006.896976486,23370969,34449508,59949043,1327.0128779395295,705.060470324748,706,719,754,1114,621.9524076147817,21499148.856382977,6156412,12472103,31673954,2631391.78387458,243045,802112,5821128,7039198,14203585,36215773,24130540.64025756,6065191,307,1.0274095242837364,1,1,2,0.9744713459636783,6057624,0.9987018378375526
Lake8NXDThihebhxS3Js7mFnj9fthmus93zEdsFNrsL,Agave JitoBAM,4.0.3,LakeStake,https://www.lakestake.io,Come dip your toes into the cool waters of LakeStake!,https://i.postimg.cc/fTHTBc00/LAKE-4.png,238341878661834,0.0005583036708331201,5,204770-LT-Europe/Vilnius,3440,0,0.0,32563079.55988372,20358419,29650965,51085202,1249.009011627907,709.9726744186047,708,722,758,898,539.0363372093024,20285782.22994186,6119584,11863831,30249955,4447394.146511628,388094,1677817,8563374,7181399,14577722,37920610,24733176.37645349,6064905,593,1.0059913551819857,1,1,1,0.9952853005639438,6060450,0.9991677517658072
radM7PKUpZwJ9bYPAJ7V8FXHeUmH1zim6iaXUKkftP9,Agave JitoBAM,4.0.3,Radiants,https://radiant.nexus/,Radiants Validator,https://www.radiant.nexus/apple-touch-icon.png,236436190647115,0.0005538396940445933,5,396356-SG-Asia/Singapore,3344,0,0.0,32572150.64084928,20196202,29297280,52013061,1245.618122009569,706.3268540669857,706,735,764,893,539.2912679425838,20951561.543361243,6095155,11792861,28374608,5701557.650717704,358256,1749786,9540008,7109943,14346334,37318708,26653119.19407895,6065108,390,1.0121930227788194,1,1,2,0.9884510719482557,6061628,0.9993619650027088
AsMpvJ3DZ2Ydu1WTRMAyMH4QjSLiUG39rKzfzvtE1bWr,Agave JitoBAM,4.0.3,Nordic Staking 0% fee top APY 2+ years,https://nordicstaking.com,Operated by Nordic Staking LLC. We are developers who build on Solana. Keep it simple. High uptime & low fees. 2+ years running on mainnet. Check out our uptime on stakewiz!,https://nordicstaking.com/logo.png,235054914596709,0.0005506041254835612,0,214783-NL-Rotterdam,3088,1,0.0003238341968911917,30374738.743440233,19172837,27868434,45947288,1220.5597667638483,711.571752510528,710,722,761,828,508.9880142533204,18390867.33074182,5751692,11513202,27371290,7046073.509556203,356113,1781568,9463992,6790294,14175207,35145435,25436940.840298023,6065484,14,1.0019990160719243,1,1,1,0.9982586755448604,6064501,0.9998356276764084
9GHvMeJ4ZWuAX6sDGscFL1TBMszx2EehnrcTVUy4MZJQ,Agave Jito,3.1.8,,,,,231387128503773,0.0005420125239949188,0,16509-JP-Tokyo,3424,0,0.0,29869022.431366824,15886894,25418942,55896116,875.3545560747664,389.55695093457945,495,548,786,949,485.797605140187,19375861.835864484,4269489,9501924,26509274,3884179.4772196263,396727,1869169,8113215,5352127,12152007,33699895,23260041.31308411,6062320,3178,2.892772239010808,7,9,16,0.49758024815109986,4170343,0.6875516239556917
ETcW7iuVraMKLMJayNCCsr9bLvKrJPDczy1CMVMPmXTc,Agave JitoBAM,4.0.2,stakeware.xyz | ferric,https://stakeware.xyz,StakeWare: Empowering the open source solana developer community,https://www.stakeware.xyz/logo.png,229895171417737,0.000538517690764032,0,29802-SG-Singapore,3596,2,0.0005561735261401557,32292821.560656648,20563025,29414704,51187474,1239.6719532554257,706.0637173066222,706,730,753,937,533.6082359488036,19707511.085698385,5998408,11536251,27207554,5396176.826377296,370646,1806685,9111108,6997089,14118619,34795732,25103687.912075683,6065470,28,1.0123016023490348,1,1,2,0.9883991388670806,6062122,0.9994434092633449
KoLibrJsbABbtmtFPc7nPvDxT81rc4UPM7mY9xSLjpo,Agave JitoBAM,4.0.2,Kolibrio,https://kolibrio.xyz/,Kolibrio is a web3 infra company focused on improving transaction execution. We help wallets and dApps unlock the maximum value from their orderflow on Solana.,https://storage.googleapis.com/meowrpc-base-website/tg_image_2607470867.png,228576492920854,0.0005354287537732187,0,6681-PL-Europe/Warsaw,3328,1,0.00030048076923076925,30648807.712954614,19599313,28204870,46316341,1220.2019837691614,711.7598437030358,710,721,760,893,508.44214006612566,18210945.342350464,5763207,11398644,27591139,4774410.974451458,344209,1605594,9074736,6749674,13783806,35999129,22985356.316801924,6065224,274,1.002560828750925,1,1,1,0.9976460300539214,6064082,0.9997665484350996
D2RV1q6FgePVVjrMa7AMzVbvvAeg5oS7TAV7qdNKSDsX,Agave Jito,4.0.3,Validatore,,Validating for a living.,https://s3.amazonaws.com/keybase_processed_uploads/cd97e14ce50a6c224f7a828fd59ebb05_360_360.jpg,228569431704443,0.0005354122132346236,5,16125-LT-Šiauliai,3828,69,0.018025078369905956,27555513.150305934,16143128,23370969,49476353,1164.3056664006383,710.3594040968343,709,724,780,968,453.9462623038042,17677365.4990689,5204346,10459329,25984355,2812253.354349561,338068,1322460,6131836,6168737,12572280,31046767,20489618.853418466,5928596,136902,1.0134360647951048,1,1,1,0.974919619131026,5924971,0.9768317457198074
